推,噓,分數,作者,標題,時間
9,3,6,ak904 (AK),[新聞] 川普被當垃圾丟掉了 杜莎夫人蠟像館選前,Sun Nov  1 11:18:55 2020
1,1,0,kalaokla (卡啦),[問卦] 美國打美式足球晚年會不會很可憐?,Sun Nov  1 10:23:15 2020
7,1,6,gentleman888 (),[問卦] 肥宅到路燈不亮的地方需要提高警覺嗎？☺,Sun Nov  1 09:51:42 2020
9,24,-15,hoanbeh (初入江湖淨添堵),[新聞] 陸媒：15年後 大陸人均GDP將達4至6萬美元,Sun Nov  1 10:21:00 2020
5,0,5,tiger911 (胖虎),[新聞] 貧窮線調高 北市月入25Ｋ算貧戶,Sun Nov  1 09:31:07 2020
6,3,3,whiteadam (blue eyes blue),[問卦] 有木有胰臟癌的八卦?,Sun Nov  1 01:01:33 2020
4,16,-12,bradpete (姆咪輪班星人),[問卦] 因為感情而睡不著484很菜,Sun Nov  1 03:09:18 2020
3,2,1,magicbook123 (魔法書),[問卦] 歐洲大強子對撞機跟核能四廠哪個浪費錢？,Sun Nov  1 10:15:10 2020
1,0,1,jakelinlien (jake),[問卦] 所以改孟買好不好,Sun Nov  1 00:29:27 2020
1,0,1,sleepyuan (文源),[問卦] 在伊朗總統府做愛會怎樣?,Sun Nov  1 07:12:42 2020
2,0,2,cattgirl (baby yumi),[問卦] 基督教學校出人命 為什麼教牧不負責?,Sun Nov  1 11:30:03 2020
141,113,28,O26RZ (O26RZ),[爆卦] 台北市2015年1月至今故意殺人數 全國第一,Sun Nov  1 09:01:23 2020
12,6,6,neiltsang (楚留香雞排),[問卦] 幹 我突然悟道了..(真理在此 俗人勿近),Sun Nov  1 07:25:15 2020
4,0,4,jasd1786 (假橡膠樹),[新聞] 9個月前算出全球陷危機！印度神童再預言,Sun Nov  1 10:32:42 2020
3,1,2,mkjay00000 (大隻的肥羊),[問卦] 社會安全網有三小屁用？,Sun Nov  1 01:54:26 2020
2,4,-2,onetiger (一虎),[問卦] 有沒有止屁的偏方,Sun Nov  1 01:13:32 2020
16,12,4,blue999 (民國詩人-Blue居易),[問卦]民主國家 為什麼會被少數廢死團體綁架多數,Sun Nov  1 02:21:23 2020
10,2,8,relax911 (Lmerro),[新聞] 英國確診突破百萬 英相宣布一個月禁足令,Sun Nov  1 08:03:17 2020
6,6,0,Qorqios (☁銀長直傲嬌JK☁),[問卦] 我老婆變石頭了該怎麼辦？,Sun Nov  1 00:22:42 2020
2,9,-7,soheadsome (師大狗鼻哥),[問卦] 哇靠 旅展熱褲妹超多,Sun Nov  1 11:29:33 2020
0,6,-6,JUNOCARE (陽光！！),[問卦] 有人到現在還沒看鬼滅之刃電影版的嗎??,Sun Nov  1 01:38:47 2020
1,1,0,todao (心裡有數),[問卦] 讓支持廢死去養死刑犯可行嗎？,Sun Nov  1 10:35:08 2020
2,0,2,ivorysoap (ivorysoap),[問卦] 有遊戲間 點心間 休息間的公司真的存在嗎,Sun Nov  1 01:29:07 2020
5,5,0,addison123 (鄉下小鮮肉),[問卦] 今天甲甲大遊行還會戴屌襪上嗎？,Sun Nov  1 07:02:47 2020
2,0,2,three88720 (不要跟我起爭yee啦!),[問卦] 有沒有No Nut November的卦,Sun Nov  1 00:24:05 2020
3,2,1,YAYA6655 (YAYA),[問卦] 金正恩到底怎麼了？,Sun Nov  1 02:13:26 2020
12,18,-6,cliffcliff (號：),[新聞] 台南將軍虱想同樂會熱鬧 黃偉哲：台南是,Sun Nov  1 00:26:41 2020
32,172,-140,Dinenger (低能兒),[問卦] 死刑了 然後呢？,Sun Nov  1 02:14:36 2020
0,0,0,petingo (皮挺哥),[問卦] 夢到台積電漲到 900 多,Sun Nov  1 11:32:55 2020
24,16,8,Aruka0924 (Aruka),[新聞] 擄殺女大生！變態魔認了「先性侵後殺人,Sun Nov  1 10:37:00 2020
1,0,1,jimgene (jimgene),[問卦] 有遊戲間 點心間 休息間的公司真的存在嗎,Sun Nov  1 01:22:02 2020
4,1,3,OusakaMegumu (逢坂恵夢),[新聞]緬因州首採「排序投票」計票複雜恐需2周,Sun Nov  1 10:02:44 2020
4,1,3,surimodo (搖滾少女!! 活力棉花糖!!),[問卦] 為什麼FB YT詐騙都不管？,Sun Nov  1 01:59:12 2020
2,3,-1,CuLiZn5566 (同理心5566),[爆卦] 超越連戰的舉球手出現啦！,Sun Nov  1 09:26:55 2020
10,6,4,Ejaculation (小易),[問卦] 台中治安第一是真的吧,Sun Nov  1 01:38:04 2020
0,0,0,ilanese (我寫故我在),[問卦] 有沒有「史密斯菲爾德食品公司」的八卦？,Sun Nov  1 00:26:35 2020
10,2,8,nobody0303 (),[問卦] 為何煙味這麼難聞還有人抽煙抽得下去！,Sun Nov  1 02:13:39 2020
7,4,3,john5380 (),[新聞] 太遲？！暗黑便道全亮了　警車大陣仗巡邏,Sun Nov  1 04:17:12 2020
33,5,28,indoman (橄欖趴),[問卦] 台灣為什麼疫情控制的那麼好,Sun Nov  1 10:33:02 2020
6,2,4,hittler (西斯特),[問卦] 殺人是高雄人干台南屁事?,Sun Nov  1 11:27:11 2020
6,2,4,anger312143 (anger),[問卦] 鬼滅主角耳環是旭日旗嗎？,Sun Nov  1 05:20:34 2020
7,0,7,Tono6812 (深海鯰魚),[問卦] 在台灣如何成為客家人領袖,Sun Nov  1 10:51:22 2020
5,2,3,tony900735 (安西街教練),[問卦] 全家為何不排2個店員當班？,Sun Nov  1 11:21:24 2020
2,2,0,GhostFather (鬼父Oni Chichi),[問卦] 歐美人士只要喊愛台灣就有飯吃？,Sun Nov  1 06:22:50 2020
0,0,0,Emacs (打馬小蝦兵),[問卦] 所以，現在出路都要帶手電筒嗎？,Sun Nov  1 11:37:28 2020
23,6,17,deepdish (Keep The Faith),[新聞] Uber司機有前男友的fu　她一時情迷…清,Sun Nov  1 06:40:34 2020
2,0,2,remmurds (Stronghold),[問卦] 台男一出事 肥宅就帶風向？,Sun Nov  1 11:24:25 2020
1,3,-2,takashi01 (中和孔劉),[問卦] 全世界都在玩公主連結你有什麼理由不玩,Sun Nov  1 11:10:58 2020
79,13,66,KKmex (麥克斯),[新聞] 萊豬大戰 柯文哲嗆鬼扯：公文是溝通還是,Sun Nov  1 10:17:28 2020
0,0,0,keyesleo (以前曾經很帥),[問卦] 乙級諾卡達？,Sun Nov  1 01:49:28 2020
3,0,3,abc12812 (),[問卦] 與惡會怎麼翻拍姦殺案犯人?,Sun Nov  1 02:20:03 2020
64,13,51,Ho1liday (江湖唯有英雄志),[問卦] 900元便當？（圖）,Sun Nov  1 01:36:11 2020
9,3,6,IamCuteGirl (CuteGirl5566),[問卦] 會在Qtime做愛的都是啥階層,Sun Nov  1 04:17:52 2020
4,2,2,belucky (),[問卦] 廢死的邏輯？,Sun Nov  1 02:42:41 2020
5,2,3,iam4k (im4k),[問卦] 學店這下是不是雪上加霜了？,Sun Nov  1 10:12:11 2020
70,9,61,Ryo5566 (),[新聞] 快訊／台南四草大橋「男子墜海」！目擊,Sun Nov  1 09:19:17 2020
